card_title,card_reviews,card_link,card_image,card_status,card_limit,card_score,card_annual_income,card_applied_from,card_bureau,card_age,card_notes,card_author_name,card_meta_date,card_dislike,card_like
Chase Sapphire Preferred,1725,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$10,200",710,N/A,New York,Experian,10 years plus,NaN,User_u0wqbtj3,"May 21, 2023",0,2
United Gateway,1656,https://helpmebuildcredit.com/creditcard/united-gateway-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/10/united-gateway-dual-card.png,decline,N/A,748,N/A,New York,Experian,1-2 years,"I applied for a sapphire preferred and was approved, same day I applied for this one and got denied. Reason given was “to many requests for credit, or open accounts with us” I have total 3 inquiries, with the last one being a year old, and I have 2 chase cards including the sapphire” thank you HMBC for everything! ",User_6sdigr3v,"May 20, 2023",0,1
Amex Platinum Business,1564,https://helpmebuildcredit.com/creditcard/amex-platinum-business/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-platinum-business-1.png,publish,N/A,683,N/A,California,None,10 years plus,"Third AMEX business card, sixth overall. Also have their savings account and business checking account. No hard pull, but did request bank account information. ",User_9rnutels,"May 20, 2023",0,1
Customized Cash Rewards,1729,https://helpmebuildcredit.com/creditcard/bank-of-america-cash-rewards/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/bank-of-america-cash-rewards.png,publish,"$19,500",773,N/A,Illinois,Experian,2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,1
Blue Cash Preferred,1678,https://helpmebuildcredit.com/creditcard/amex-blue-cash-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-blue-cash-prefferd-1.png,publish,"$20,000",773,N/A,Illinois,"Experian, TransUnion",2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,1
Freedom Flex,1683,https://helpmebuildcredit.com/creditcard/chase-freedom-flex/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/freedom-flex.png,publish,"$2,800",773,N/A,Illinois,"Experian, TransUnion",2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,1
GM Business,1784,https://helpmebuildcredit.com/creditcard/gm-business-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/03/gm-business-1.png,publish,"$40,000",740,N/A,New York,N/A,10 years plus,NaN,User_xt4b1svi,"May 19, 2023",0,1
SavorOne Cash Rewards,1645,https://helpmebuildcredit.com/creditcard/capital-one-savorone-rewards-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/06/savor-one-cash.png,publish,"$3,000",773,N/A,Illinois,"Experian, Equifax, TransUnion",2-5 years,NaN,User_b32l0jeg,"May 19, 2023",0,2
Chase Sapphire Preferred,1514,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$17,300",748,N/A,New York,Experian,1-2 years,"Thank you HMPC, non stop free advice, and the best credit card search engine by far! ",User_702n9ywm,"May 19, 2023",0,1
Capital One Venture X,1414,https://helpmebuildcredit.com/creditcard/capital-one-venture-x-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/11/capital-one-venture-x.png,publish,"$10,000",780,N/A,New York,"Experian, Equifax, TransUnion",2-5 years,NaN,User_895rehof,"May 18, 2023",0,2
NaN,1306,#,h,publish,"$3,000",702,N/A,New York,Experian,6-12 months,NaN,User_iw1az4ry,"May 18, 2023",0,2
Customized Cash Rewards Secured,1323,https://helpmebuildcredit.com/creditcard/bank-of-america-cash-rewards-secured-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/06/boa-customized-cash-rewards-secured.png,publish,"$6,000",761,N/A,Maryland,Experian,10 years plus,NaN,User_390jipur,"May 18, 2023",0,1
Amex Gold Business,1084,https://helpmebuildcredit.com/creditcard/amex-gold-business/,https://helpmebuildcredit.com/wp-content/uploads/2020/03/amex-gold-bis-1.png,publish,N/A,705,N/A,New York,Experian,0-6 months,NaN,User_qdsjlihw,"May 18, 2023",0,1
Ink Business Premier,1075,https://helpmebuildcredit.com/creditcard/ink-business-premier-credit-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/10/ink-business-premier-1.png,publish,"$30,000",758,N/A,New York,Experian,10 years plus,NaN,User_nmkoutiv,"May 18, 2023",0,1
Chase Sapphire Preferred,1023,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$5,000",770,N/A,New York,Experian,1-2 years,Got declined cause I past the 5/24 had to call in a few time’s reconsideration that some of the cards are only authorized users and that I don’t manage the payments. Thanks #HMBC!,User_awlnhfb4,"May 18, 2023",0,4
Bank AmeriCard,912,https://helpmebuildcredit.com/creditcard/bank-americard/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/bankamericard.png,publish,"$14,000",740,N/A,New Jersey,Experian,10 years plus,NaN,User_nw2ko6ca,"May 17, 2023",0,1
Blue Cash Everyday,821,https://helpmebuildcredit.com/creditcard/amex-blue-cash/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-blue-cash-everyday-1.png,publish,"$10,000",766,N/A,Maryland,"Experian, TransUnion",10 years plus,They took a soft inquiry and then told me whether I was approved and then allowed me to decide if I wanted to accept and they then pulled a credit report.,User_390jipur,"May 17, 2023",0,4
Ink Business Preferred,881,https://helpmebuildcredit.com/creditcard/chase-ink-business-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/61a11a52-f743-4f5b-b43d-c09fba53aecd.png,decline,N/A,720,N/A,Colorado,Experian,2-5 years,NaN,User_h3bmze0x,"May 17, 2023",0,2
Chase Sapphire Preferred,871,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$15,000",708,N/A,New York,Experian,1-2 years,NaN,User_mgc7wa0u,"May 17, 2023",0,3
Chase Sapphire Preferred,979,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$21,700",800,N/A,New York,N/A,10 years plus,NaN,User_6aerz0jy,"May 16, 2023",0,3
GM Business,970,https://helpmebuildcredit.com/creditcard/gm-business-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/03/gm-business-1.png,publish,"$6,000",720,N/A,New York,N/A,5-10 years,NaN,User_nqtyx0ar,"May 16, 2023",0,3
Citi Premier Card,1046,https://helpmebuildcredit.com/creditcard/citi-premier-card-2/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/citi-premier-new-1.png,publish,"$3,000",799,N/A,Arkansas,TransUnion,10 years plus,"Instant approval, no inquiries on recent record, only three personal accounts on file (two with Chase, $14k total credit, one with Citi, low credit line)",User_ctwx1hok,"May 16, 2023",0,5
Citi Premier Card,974,https://helpmebuildcredit.com/creditcard/citi-premier-card-2/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/citi-premier-new-1.png,decline,N/A,790,N/A,Arkansas,Experian,10 years plus,"Received standard ""Too many revolving accounts"" and ""High amount of unused credit"" rejection notices. Low inquiries on record, and had recently reduced credit lines, but still rejected. Wife approved however",User_ctwx1hok,"May 16, 2023",1,3
Amex Gold,1034,https://helpmebuildcredit.com/creditcard/amex-gold-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-gold-card-1.png,publish,N/A,700,N/A,New York,Experian,1-2 years,NaN,User_jg6rkyfv,"May 15, 2023",0,2
Wells Fargo Reflect,1049,https://helpmebuildcredit.com/creditcard/wells-fargo-reflect-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/10/WRF-1.png,publish,"$16,000",735,N/A,New York,N/A,5-10 years,NaN,User_ns25h371,"May 15, 2023",0,1
Chase Sapphire Preferred,1058,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$13,000",750,N/A,New York,N/A,1-2 years,NaN,User_369ugrwv,"May 15, 2023",0,1
Chase Sapphire Preferred,1037,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$12,500",745,N/A,New Jersey,N/A,2-5 years,NaN,User_128tcj9z,"May 15, 2023",0,1
Capital One Venture X,955,https://helpmebuildcredit.com/creditcard/capital-one-venture-x-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/11/capital-one-venture-x.png,decline,N/A,730,N/A,New York,Experian,2-5 years,NaN,User_mi3noxfc,"May 15, 2023",0,1
Chase Slate Edge,894,https://helpmebuildcredit.com/creditcard/chase-slate-edge/,https://helpmebuildcredit.com/wp-content/uploads/2021/07/chase-slate-1.png,decline,N/A,650,N/A,New York,Experian,1-2 years,Was denied for a few others ,User_0nmfhorb,"May 15, 2023",0,1
Chase Sapphire Preferred,989,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$17,500",720,N/A,New York,Experian,1-2 years,NaN,User_8cvr612a,"May 15, 2023",0,2
Chase Sapphire Preferred,844,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$10,000",740,N/A,N/A,N/A,N/A,NaN,User_wbkyn8fs,"May 15, 2023",0,2
Chase Sapphire Preferred,952,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$10,000",743,N/A,New York,Experian,6-12 months,NaN,NaN,"May 15, 2023",0,2
Chase Sapphire Preferred,942,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$5,000",745,N/A,New York,Experian,6-12 months,I got declined after calling 3 times i got approved  ,User_aopqnm2j,"May 15, 2023",0,2
Diamond Preferred,779,https://helpmebuildcredit.com/creditcard/citi-diamond-preferred-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/05/citi-diamond-preferred.png,publish,"$3,800",725,N/A,New York,N/A,2-5 years,NaN,User_t9w2g0z4,"May 15, 2023",0,3
Chase Sapphire Preferred,740,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$16,400",742,N/A,New York,N/A,2-5 years,NaN,User_yx5i4zkd,"May 15, 2023",0,2
Ink Business Preferred,602,https://helpmebuildcredit.com/creditcard/chase-ink-business-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/61a11a52-f743-4f5b-b43d-c09fba53aecd.png,publish,"$9,000",723,N/A,New York,Experian,2-5 years,NaN,User_tcjuaywo,"May 15, 2023",0,2
Freedom Flex,498,https://helpmebuildcredit.com/creditcard/chase-freedom-flex/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/freedom-flex.png,publish,"$10,000",720,N/A,N/A,N/A,N/A,NaN,User_7ta8z2qw,"May 15, 2023",0,2
Alaska Airline Business,650,https://helpmebuildcredit.com/creditcard/alaska-airline-business/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/alaska-airline-business.png,publish,"$19,000",720,N/A,New York,N/A,5-10 years,NaN,User_8f0btwg6,"May 15, 2023",0,2
SavorOne Student,574,https://helpmebuildcredit.com/creditcard/savorone-student/,https://helpmebuildcredit.com/wp-content/uploads/2021/08/capital-one-savorone-student.png,publish,"$3,000",734,N/A,Maryland,Experian,6-12 months,NaN,User_9qnewlk5,"May 15, 2023",0,1
GM Business,722,https://helpmebuildcredit.com/creditcard/gm-business-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/03/gm-business-1.png,publish,"$31,000",754,N/A,New York,Experian,N/A,NaN,User_mrot80s4,"May 15, 2023",0,1
Chase Sapphire Preferred,790,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$16,600",717,N/A,New York,Experian,2-5 years,NaN,Millertime375,"May 14, 2023",0,2
Chase Sapphire Preferred,737,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$18,200",730,N/A,New York,None,2-5 years,NaN,User_6e813qis,"May 14, 2023",0,2
AAdvantage Platinum Business,663,https://helpmebuildcredit.com/creditcard/citi-american-airlines-platinum-business/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/citi-aa-1.png,publish,"$16,000",741,N/A,New York,N/A,5-10 years,NaN,User_32qwdtcg,"May 14, 2023",0,2
Chase Sapphire Preferred,683,https://helpmebuildcredit.com/creditcard/chase-sapphire-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/sapphire-preferred.png,publish,"$18,200",730,N/A,New York,N/A,2-5 years,Approved right away,User_6e813qis,"May 14, 2023",0,3
Bilt Mastercard,17,https://helpmebuildcredit.com/creditcard/bilt-mastercard/,https://helpmebuildcredit.com/wp-content/uploads/2022/03/bilt.png,publish,"$3,000",745,N/A,orth Carolina,Experian,N/A,NaN,User_xkhs9yfq,"Jun 18, 2023",0,0
NaN,85,#,h,decline,N/A,790,N/A,Texas,N/A,10 years plus,NaN,User_yqza3x5l,"Jun 18, 2023",0,0
NaN,84,#,h,decline,N/A,765,N/A,New Jersey,TransUnion,2-5 years,NOT SURE WHY TRANSUNION WAS PULLED. ,User_wn71ys8p,"Jun 18, 2023",0,0
World Of Hyatt Business,331,https://helpmebuildcredit.com/creditcard/world-of-hyatt-business-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/10/a3203c4b-cd68-4b4e-81b0-2c279a9aa5f9.png,publish,"$6,000",750,N/A,New York,Experian,2-5 years,"Was evn approved minutes after applying for the citi AA Platinum which put me at 5/24. So not a 5/24 approval dp, but just a reminder that your 5th personal account won't post to bureaus right away.",User_aknqyj4c,"Jun 16, 2023",0,1
Citi AAdvantage Platinum,331,https://helpmebuildcredit.com/creditcard/citi-aadvantage-platinum-select-world-elite-mastercard/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/Citi-AAdvantage-Platinum-Select-World-Elite-Mastercard.png,publish,"$11,000",750,N/A,New York,Equifax,2-5 years,Applied from Monsey Haverstraw area and still pulled Equifax. ,User_aknqyj4c,"Jun 16, 2023",0,1
Capital One Venture X,415,https://helpmebuildcredit.com/creditcard/capital-one-venture-x-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/11/capital-one-venture-x.png,publish,"$15,000",734,N/A,New York,N/A,2-5 years,NaN,User_n6zgp2e7,"Jun 15, 2023",0,0
X1 Visa Card,470,https://helpmebuildcredit.com/creditcard/x1-visa-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/11/x1-card.png,publish,"$3,000",703,N/A,Texas,None,1-2 years,NaN,User_q4r1hctv,"Jun 15, 2023",0,0
Ink Business Premier,481,https://helpmebuildcredit.com/creditcard/ink-business-premier-credit-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/10/ink-business-premier-1.png,publish,"$115,000",825,N/A,New Jersey,N/A,10 years plus,NaN,User_l89ug50a,"Jun 15, 2023",0,0
Amazon Prime,482,https://helpmebuildcredit.com/creditcard/amazon-prime-rewards-visa-signature-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/05/amazon-prime-rewards-visa-signature.png,publish,"$2,500",691,N/A,Pennsylvania,Experian,1-2 years,Was at 8/24 or 9/24 and was still approved by Chase.,User_nrs8ia9y,"Jun 15, 2023",0,0
Divvy Business,565,https://helpmebuildcredit.com/creditcard/divvy-business-credit-cardthere-is-no-welcome-offer-on-this-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/12/divvy-business-2.png,decline,N/A,770,N/A,New Jersey,None,1-2 years,NaN,User_03es2p6g,"Jun 14, 2023",1,0
Amex Everyday Preferred,591,https://helpmebuildcredit.com/creditcard/amex-everyday-preferred-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/05/amex-everyday-preferred.png,decline,N/A,712,N/A,New York,Experian,2-5 years,NaN,User_oufayd70,"Jun 14, 2023",1,0
Apple Card,561,https://helpmebuildcredit.com/creditcard/apple-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/07/apple-card-2.png,publish,"$4,000",760,N/A,N/A,N/A,1-2 years,NaN,User_6a5hdkm7,"Jun 14, 2023",0,1
Citi Premier Card,655,https://helpmebuildcredit.com/creditcard/citi-premier-card-2/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/citi-premier-new-1.png,decline,N/A,703,N/A,Pennsylvania,Experian,1-2 years,NaN,User_836cm24n,"Jun 14, 2023",0,1
NaN,715,#,h,decline,N/A,705,N/A,New York,Experian,1-2 years,NaN,User_1qh82us7,"Jun 14, 2023",0,1
Citi Rewards Card,772,https://helpmebuildcredit.com/creditcard/citi-rewards-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/citi-rewards-2.png,publish,"$4,600",740,N/A,New York,N/A,1-2 years,"They sent a verification to old address, so was initially declined. When i got the envelope i called reconsideration and approved without a pull",User_0c47jvmo,"Jun 13, 2023",0,1
Bilt Mastercard,18,https://helpmebuildcredit.com/creditcard/bilt-mastercard/,https://helpmebuildcredit.com/wp-content/uploads/2022/03/bilt.png,publish,"$3,000",745,N/A,orth Carolina,Experian,N/A,NaN,User_xkhs9yfq,"Jun 18, 2023",0,0
NaN,86,#,h,decline,N/A,790,N/A,Texas,N/A,10 years plus,NaN,User_yqza3x5l,"Jun 18, 2023",0,0
NaN,85,#,h,decline,N/A,765,N/A,New Jersey,TransUnion,2-5 years,NOT SURE WHY TRANSUNION WAS PULLED. ,User_wn71ys8p,"Jun 18, 2023",0,0
World Of Hyatt Business,332,https://helpmebuildcredit.com/creditcard/world-of-hyatt-business-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/10/a3203c4b-cd68-4b4e-81b0-2c279a9aa5f9.png,publish,"$6,000",750,N/A,New York,Experian,2-5 years,"Was evn approved minutes after applying for the citi AA Platinum which put me at 5/24. So not a 5/24 approval dp, but just a reminder that your 5th personal account won't post to bureaus right away.",User_aknqyj4c,"Jun 16, 2023",0,1
Citi AAdvantage Platinum,332,https://helpmebuildcredit.com/creditcard/citi-aadvantage-platinum-select-world-elite-mastercard/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/Citi-AAdvantage-Platinum-Select-World-Elite-Mastercard.png,publish,"$11,000",750,N/A,New York,Equifax,2-5 years,Applied from Monsey Haverstraw area and still pulled Equifax. ,User_aknqyj4c,"Jun 16, 2023",0,1
Capital One Venture X,416,https://helpmebuildcredit.com/creditcard/capital-one-venture-x-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/11/capital-one-venture-x.png,publish,"$15,000",734,N/A,New York,N/A,2-5 years,NaN,User_n6zgp2e7,"Jun 15, 2023",0,0
X1 Visa Card,471,https://helpmebuildcredit.com/creditcard/x1-visa-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/11/x1-card.png,publish,"$3,000",703,N/A,Texas,None,1-2 years,NaN,User_q4r1hctv,"Jun 15, 2023",0,0
